title,itemtype,deweyClass,Counts,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Japanese language in contemporary Japan some sociolinguistic observations",acbk,495.6,6,0,0,0,0,2,1,0,2,1,0,0,0,0
"Office guide to spelling and word division",acbk,421.52,6,1,1,1,2,0,1,0,0,0,0,0,0,0
"Crosbies Dictionary of puns",acbk,423.1,6,0,0,0,2,1,0,1,2,0,0,0,0,0
"Roots of the Russian language an elementary guide to Russian word building",acbk,491.7,6,4,0,2,0,0,0,0,0,0,0,0,0,0
"So far words from learners",bcbk,428.62,6,0,1,1,0,1,1,2,0,0,0,0,0,0
"Learn American English",accdrom,428.3461,6,4,2,0,0,0,0,0,0,0,0,0,0,0
"Basic English for foreigners",bccas,428.34591,6,3,0,2,0,1,0,0,0,0,0,0,0,0
"Womansword what Japanese words say about women",acbk,495.68042,6,1,0,1,0,0,1,0,0,0,1,1,1,0
"How to speak Shakespeare",acbk,427.00903,6,1,1,1,0,0,1,1,1,0,0,0,0,0
"In the valley",bccas,428,6,0,0,3,0,3,0,0,0,0,0,0,0,0
"201 Russian verbs fully conjugated in all the tenses alphabetically arranged",acbk,491.7,6,1,0,3,1,0,1,0,0,0,0,0,0,0
"word the dictionary that reveals the Hebrew source of English",acbk,422.4924,6,1,0,1,1,2,1,0,0,0,0,0,0,0
"VÃ‚Â¡a rÃ‚Â pida al inglÃ¢Â€Âšs English for Spanish speakers",bccas,428,6,2,0,4,0,0,0,0,0,0,0,0,0,0
"Oxford picture dictionary English Spanish inglÃ¢Â€Âšs espaÃ‚Â¤ol",acbk,423.61,6,5,1,0,0,0,0,0,0,0,0,0,0,0
"French verb tenses",acbk,448.2421,6,0,0,0,0,0,0,0,0,0,0,0,0,6
"501 Portuguese verbs fully conjugated in all the tenses in a new easy to learn format alphabetically arranged",acbk,469.82,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"Hello America Unit 3 Beginner a video English course",alvhs,428,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"Contes classiques",acbk,448.6,6,0,1,0,1,2,0,0,0,2,0,0,0,0
"Fraz ak mo ki itil AnglÃ…Â  KreyÃ¢Â€Â¢l ayisyen English Haitian Creole phrasebook with useful work list for KreyÃ¢Â€Â¢l speakers",bcbk,447.97294,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"Pimsleur language programs Italian I B the complete course",accas,458.3421,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"Literary Chinese by the inductive method",acbk,495.18642,6,1,0,1,0,0,1,1,0,2,0,0,0,0
"Need to know Spanish InglÃƒÂ©s indispensable",acbk,468.3421,6,0,0,0,0,0,0,0,0,0,0,0,5,1
"Loose cannons red herrings a book of lost metaphors",acbk,422.03,6,1,0,1,1,1,1,0,1,0,0,0,0,0
"Arabiyah al sahihah dalil al bahith ilÃ‚Â  al sawab al lughawi",acbk,492.704,6,2,1,0,1,0,0,0,1,0,1,0,0,0
"Pictorial English Haitian Creole dictionary",bcbk,447.97294,6,3,1,1,0,1,0,0,0,0,0,0,0,0
"Oxford Hachette French dictionary French English English French",acbk,443.21,6,0,3,0,1,2,0,0,0,0,0,0,0,0
"Speaking of Chinese",acbk,495.1,6,3,3,0,0,0,0,0,0,0,0,0,0,0
"basics language and literacy",bcbk,428.24,6,3,1,2,0,0,0,0,0,0,0,0,0,0
"InglÃƒÂ©s sin barreras 6 El vecindario el video maestro de inglÃƒÂ©s conversacional",bcdvd,428.3461,6,0,0,0,0,0,0,0,0,0,0,0,2,4
"Fundamentals of English grammar Workbook",acbk,428.24,6,0,0,0,0,0,0,0,0,0,0,1,2,3
"Spelling by principles a programed text",acbk,421.54077,6,2,2,1,0,1,0,0,0,0,0,0,0,0
"German grammar drills",acbk,438.2421,6,0,0,0,0,0,0,0,0,0,0,0,0,6
"Kartinnyi slovar russkogo iazyka Posobie dlia inostrantsev izuchaiushchikh rus iaz",acbk,491.73,6,0,0,1,1,1,1,0,1,0,0,0,1,0
"English through citizenship Beginning level",bcbk,428.34,6,0,1,5,0,0,0,0,0,0,0,0,0,0
"Ching min Mei yu hui hua",bccas,428,6,4,0,2,0,0,0,0,0,0,0,0,0,0
"Ultimate French basic intermediate",accd,448.2421,6,2,4,0,0,0,0,0,0,0,0,0,0,0
"Situational Chinese Shih kuang Han yÃ‚Â",acbk,495.18342,6,0,2,3,1,0,0,0,0,0,0,0,0,0
"Fiske Wordpower the most effective system for building a vocabulary that gets results fast",acbk,428.1,6,0,0,0,0,0,0,0,0,0,0,0,0,6
"Colloquial Spanish of Latin America",acbk,468.2421,6,0,0,0,0,0,0,0,0,0,0,0,0,6
"NTCs dictionary of American English pronunciation",bcbk,428.34,6,2,1,1,1,1,0,0,0,0,0,0,0,0
"American accent program",accas,428,6,3,3,0,0,0,0,0,0,0,0,0,0,0
"Concise English Chinese Chinese English dictionary",acbk,495.1321,6,3,3,0,0,0,0,0,0,0,0,0,0,0
"Black jargon in white America",acbk,427,6,2,0,0,0,1,1,0,0,0,1,1,0,0
"Kokoro o musubu Nihongo",acbk,495.6,6,0,0,2,1,0,1,0,0,1,1,0,0,0
"game of words",acbk,428.3,6,2,1,0,1,1,0,1,0,0,0,0,0,0
"Longman photo dictionary intermediate cassette",bccas,428,6,1,1,3,1,0,0,0,0,0,0,0,0,0
"WordSmart the worlds best vocabulary builder",accdrom,428.1,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"New bilingualism an American dilemma proceedings of a conference",acbk,420.42097,6,1,1,1,0,1,0,0,1,0,1,0,0,0
"Picture grammar for children 2 topic based grammar practice answer key",jcbk,428.2,6,3,1,0,1,1,0,0,0,0,0,0,0,0
"handbook of Russian verbs Spravochnik po russkim glagolam",acbk,491.78242,6,2,1,0,1,1,0,1,0,0,0,0,0,0
"Mei yu tung yung hui hua",bccas,428,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"morena y una rubia",acbk,468.642,6,2,0,3,1,0,0,0,0,0,0,0,0,0
"study of nonstandard English",acbk,427.9,6,3,0,1,0,0,0,1,0,0,1,0,0,0
"English teach yourself with English pronunciation in Tigrigna Tigrigna alphabet for foreigners",bcbk,428.24928,6,3,3,0,0,0,0,0,0,0,0,0,0,0
"English for beginners Korean",blvhs,495.78,6,3,2,0,1,0,0,0,0,0,0,0,0,0
"Basic English for adult competency",bcbk,428.24,6,1,2,2,1,0,0,0,0,0,0,0,0,0
"Let stalk Strine a lexicon of modern Strine usage",acbk,427.9,6,0,2,0,0,0,1,1,1,1,0,0,0,0
"Langenscheidts pocket Portuguese dictionary English Portuguese Portuguese English",acbk,469.321,6,2,3,1,0,0,0,0,0,0,0,0,0,0
"Zhongguo wen zi xue gu shi da ci dian",acbk,495.12031,6,1,0,0,1,0,0,1,0,0,0,1,1,1
"Muzzy Italian a video language course",jckit,458.3421,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"English for beginners",bccas,428,6,4,0,1,1,0,0,0,0,0,0,0,0,0
"English Hmong",bccas,428,6,3,0,2,1,0,0,0,0,0,0,0,0,0
"German on the road",accas,438,6,3,3,0,0,0,0,0,0,0,0,0,0,0
"InglÃƒÂ©s sin barreras 3 NÃƒÂºmeros horas y citas el video maestro de inglÃƒÂ©s conversacional",bcdvd,428.3461,6,0,0,0,0,0,0,0,0,0,0,0,3,3
"EASY Part 2 community essentials",bcbk,428,6,0,0,0,0,0,3,0,2,1,0,0,0,0
"Cassell dictionary of English idioms",acbk,423.1,6,1,0,0,2,2,1,0,0,0,0,0,0,0
"story of the English language",acbk,420,6,3,1,1,0,0,1,0,0,0,0,0,0,0
"phrase and sentence dictionary of spoken Russian Russian English English Russian",acbk,491.7321,6,4,2,0,0,0,0,0,0,0,0,0,0,0
"Lewis Clark lexicon of discovery",acbk,427.97809,6,1,2,0,1,0,2,0,0,0,0,0,0,0
"Lunchbox words",jcbk,421.54,6,0,0,0,0,0,0,0,0,0,0,0,4,2
Maltese,acbk,492.77,6,0,0,3,0,2,0,1,0,0,0,0,0,0
"American Heritage English as a second language dictionary",acbk,423,6,3,3,0,0,0,0,0,0,0,0,0,0,0
"American Heritage book of English usage",acbk,428.003,6,0,1,4,1,0,0,0,0,0,0,0,0,0
"Muzzy in Gondoland Spanish Latin American Level 1",jcdvd,468.3,6,0,0,0,0,0,0,0,0,0,0,0,0,6
"Tieng Anh English for Vietnamese speakers chuong trÃƒÂ¬nh day du 1A",bccd,428.249,6,0,0,0,0,0,0,0,0,0,0,0,3,3
"Jezyk angielski dla zaawansowanych",bcbk,428.24918,6,0,0,4,0,1,0,0,0,0,1,0,0,0
"Kyanpasu no eigo Amerika no daigaku",acbk,428.34,6,4,0,1,1,0,0,0,0,0,0,0,0,0
"Dictionnaire de largot moderne",acbk,447.0903,6,1,0,2,0,0,0,1,0,1,1,0,0,0
"AdiÃƒÂ³s accent correcting English pronunciation problems of Spanish speakers",bcdvd,421.54,6,0,0,0,0,0,0,0,0,0,0,0,2,4
"Weasel words",acbk,422,6,3,0,2,0,1,0,0,0,0,0,0,0,0
"SeÃ‚Â¤or de Alfoz",acbk,468.62,6,1,3,1,1,0,0,0,0,0,0,0,0,0
"Kan Ei jukugo ribasu jiten",acbk,495.6321,6,1,1,0,0,2,0,1,1,0,0,0,0,0
"Colloquial German the complete course for beginners",acbk,438.2421,6,0,0,0,0,0,0,0,0,0,0,0,0,6
"American pronunication a text book of phonetics for students of English",acbk,421.5,6,1,0,0,1,0,1,1,0,0,0,0,1,1
"Diccionario bÃ‚Â sico del espaÃ‚Â¤ol de MÃ¢Â€Âšxico",acbk,463,6,1,1,0,0,1,1,0,0,1,1,0,0,0
"Must know Italian 4000 words that give you the power to communicate",acbk,458.3421,6,0,0,0,0,0,0,0,0,0,0,0,0,6
"Australian English the language of a new society",acbk,427.994,6,0,1,1,0,1,2,1,0,0,0,0,0,0
"Passports French for children",jccas,448,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"Vocabulary for advanced reading comprehension the keyword approach",acbk,428.1,6,2,2,2,0,0,0,0,0,0,0,0,0,0
"Listen first focused listening tasks for beginners",bcbk,428.34,6,1,1,3,1,0,0,0,0,0,0,0,0,0
"Apply yourself English for job search success",acbk,428.24,6,1,3,2,0,0,0,0,0,0,0,0,0,0
"How to build community",bcbk,428.62,6,0,0,0,0,0,1,0,1,1,0,1,2,0
"Studies in Upplandic runography",acbk,439.619,6,0,0,1,1,0,1,3,0,0,0,0,0,0
"Ukrainian English and English Ukrainian dictionary",acbk,491.79321,6,4,1,1,0,0,0,0,0,0,0,0,0,0
"Understanding and using English grammar Workbook",acbk,428.24,6,0,0,0,0,0,0,0,0,0,0,1,5,0
"Decadence the strange life of an epithet",acbk,422,6,0,0,0,2,2,0,1,1,0,0,0,0,0
"English Russian dictionary you cant do without Anglo russkii slovar naibolee upotrebitelnoi leksiki",acbk,491.7321,6,2,3,1,0,0,0,0,0,0,0,0,0,0
"Barrons regents exams and answers French level 3 comprehensive French",accas,448.3421,6,4,0,1,1,0,0,0,0,0,0,0,0,0
"hero of our time",acbk,491.78642,6,1,0,1,1,1,0,2,0,0,0,0,0,0
"Whistlin Dixie a dictionary of southern expressions",acbk,427.97503,6,0,1,1,0,1,1,1,1,0,0,0,0,0
"crash of rhinoceroses a dictionary of collective nouns",acbk,423.1,6,0,0,2,1,0,1,1,1,0,0,0,0,0
"German for kids Beginner level 1 vol 1",jcdvd,438.3421,6,0,0,0,0,0,0,0,0,0,0,0,0,6
"Ideas y trucos para mejorar el vocabulario domine todos los recursos del vocabulario gracias a las claves y ejercicios de esta guia",acbk,468.2421,6,2,0,1,3,0,0,0,0,0,0,0,0,0
"Beginning French a cultural approach",acbk,448.2421,6,2,1,0,1,2,0,0,0,0,0,0,0,0
"Diccionario de mexicanismos",acbk,467.972,6,0,0,0,0,0,2,0,1,2,0,0,1,0
"Dictionary of catchphrases",acbk,422.03,6,2,1,2,0,0,1,0,0,0,0,0,0,0
"Teaching a second language sentence length and syntax",acbk,428,6,1,0,0,1,0,1,1,1,1,0,0,0,0
"Discovering your language",acbk,428,6,0,1,1,1,1,0,2,0,0,0,0,0,0
"Nueva gramÃƒÂ¡tica de la lengua espaÃƒÂ±ola manual",acbk,465,6,0,0,0,0,0,0,0,0,0,0,0,6,0
"Short stories in Italian read for pleasure at your level and learn Italian the fun way",acbk,458.6421,6,0,0,0,0,0,0,0,0,0,0,0,0,6
"Basic English for foreigners",bccas,428.34914,6,2,2,0,2,0,0,0,0,0,0,0,0,0
"Grammar of the Gothic language and the Gospel of St Mark selections from the other Gospels and the Second epistle to Timothy with notes and glossary",acbk,439.9,6,1,0,1,1,2,1,0,0,0,0,0,0,0
"Dictionary of American idioms based on the earlier edition",acbk,423.1,6,1,1,1,0,0,2,1,0,0,0,0,0,0
"Dictionary of 501 French verbs fully conjugated in all the tenses",acbk,448,6,3,1,1,1,0,0,0,0,0,0,0,0,0
"InglÃƒÂ©s sin barreras 4 El calendario y el clima el video maestro de inglÃƒÂ©s conversacional",bcdvd,428.3461,6,0,0,0,0,0,0,0,0,0,0,0,1,5
Spectrum,bccas,428.24,6,4,2,0,0,0,0,0,0,0,0,0,0,0
"Anglo russkii slovar English Russian dictionary",acbk,491.7321,6,3,3,0,0,0,0,0,0,0,0,0,0,0
"Flappers 2 rappers American youth slang",acbk,427.09,6,3,1,2,0,0,0,0,0,0,0,0,0,0
"dictionary of the Cajun language",acbk,447.9763,6,2,2,1,1,0,0,0,0,0,0,0,0,0
"English Khmer",bccas,428.34959,6,1,3,2,0,0,0,0,0,0,0,0,0,0
"Han Ying ci dian The Pinyin Chinese English dictionary",acbk,495.1321,6,3,2,1,0,0,0,0,0,0,0,0,0,0
"Think talk Spanish",accdrom,468.3421,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"500 palabras nuevas para ti 500 words to grow on",jcbk,468.2421,6,4,0,0,0,1,1,0,0,0,0,0,0,0
"Jesses word of the day from abacinate to yonic",acbk,422,6,3,0,1,2,0,0,0,0,0,0,0,0,0
"Intermediate English",bccas,428.34917,6,2,2,1,1,0,0,0,0,0,0,0,0,0
"There is no zoo in zoology and other beastly mispronunciations an opinionated guide for the well spoken",acbk,428.1,6,2,0,1,1,1,0,1,0,0,0,0,0,0
"American English I",arvhs,428,6,2,4,0,0,0,0,0,0,0,0,0,0,0
"Building English sentences with adjectives",bcbk,428.2,6,5,1,0,0,0,0,0,0,0,0,0,0,0
French,acbk,448.2421,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"Chung chi kou yÃ‚Â Intermediate spoken Chinese",acbk,495.18242,6,0,2,0,2,0,1,0,1,0,0,0,0,0
"Exercises in English conversation",bccas,428,6,3,3,0,0,0,0,0,0,0,0,0,0,0
Russian,acbk,491.78242,6,1,1,3,1,0,0,0,0,0,0,0,0,0
"Conversational English for Russian speakers",accas,428,6,3,2,0,0,0,1,0,0,0,0,0,0,0
"By the people for the people U S government and citizenship",bcbk,428.64,6,0,0,3,3,0,0,0,0,0,0,0,0,0
"Laubach way to English 1 Sounds and names of letters teachers guide to using Laubach way to reading with ESL students",acbk,428.24,6,0,0,0,0,0,0,0,0,0,2,1,1,2
"Language maven strikes again",acbk,428,6,0,1,0,2,1,0,0,1,0,0,0,1,0
"Success with English units 11 12",bcvhs,428.3461,6,5,1,0,0,0,0,0,0,0,0,0,0,0
"Diccionario crÃ‚Â¡tico etimolÃ‚Â¢gico de la lengua castellana",acbk,463,6,0,0,0,0,0,0,1,3,0,2,0,0,0
"Vishnevyi sad kniga dlia chteniia s kommentariem na angliiskom iazyke",acbk,491.78642,6,1,1,0,2,1,0,1,0,0,0,0,0,0
"Russian area reader for college classes",acbk,491.7,6,2,0,1,0,1,0,0,2,0,0,0,0,0
"Tieng Anh thuc dung de hoc Tap 1 cho nguoi bat deu hoc",acbk,428.2495,6,0,0,0,0,1,0,1,1,0,1,0,2,0
"Colloquial Catalan the complete course for beginners",acbk,449.98242,6,0,0,0,0,0,0,0,0,0,0,0,0,6
"mano en la arena",acbk,468.62,6,3,2,1,0,0,0,0,0,0,0,0,0,0
"Chinese a guide to the spoken language",acbk,495.1,6,0,0,0,0,1,0,0,1,1,0,3,0,0
"Aiti enjinia ga oboete okitai eigo doshi sanju 30 common verbs that IT engineers should know",acbk,428.24956,6,0,0,0,0,0,0,0,0,0,0,0,4,2
"voyage imaginaire une anthologie de fantaisie et dimagination",acbk,448.6421,6,0,0,0,0,0,1,0,0,0,0,2,2,1
"endangered English dictionary bodacious words your dictionary forgot an exotic enlightening and entertaining companion reference to your trusty Websters",acbk,423.1,5,0,1,0,2,2,0,0,0,0,0,0,0,0
"Laubach way to reading stories from skill book 1 read along",bccas,428,5,3,0,2,0,0,0,0,0,0,0,0,0,0
"Words to rhyme with for poets and song writers",acbk,423.1,5,1,0,1,0,0,0,0,0,0,1,1,1,0
"South African for actors",accas,427,5,2,1,1,1,0,0,0,0,0,0,0,0,0
"Han yu wai mao kou yu 30 ke",acbk,495.18242,5,0,2,1,1,0,0,1,0,0,0,0,0,0
"Saenghwal oyongo",acbk,428.2495,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Words at work a practical approach to grammar",acbk,425,5,1,0,1,0,0,0,0,1,0,1,0,0,1
"Basic skills for academic reading",bcbk,428.64,5,4,1,0,0,0,0,0,0,0,0,0,0,0
"vocation of a teacher rhetorical occasions 1967 1988",acbk,428.00711,5,1,1,1,0,1,0,1,0,0,0,0,0,0
"Basic Spanish conversation a functional approach",acbk,468.2421,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Adventures of a verbivore",acbk,428,5,0,0,0,1,0,1,0,1,2,0,0,0,0
"Nouvelles franÃƒÂ§aises 19e 20e siÃƒÂ¨cles",acbk,448.6,5,0,0,0,0,0,0,0,0,0,0,0,2,3
"What a word Being an account of the principles and progress of the word war conducted in Punch to the great improvement and delight of the people and the lasting benefit of the Kings English with many ingenious exercises and horrible example",acbk,428.3,5,1,0,0,1,0,1,1,0,0,1,0,0,0
"Even hockey players read boys literacy and reading",acbk,428.4071,5,2,1,1,1,0,0,0,0,0,0,0,0,0
"Achievement Dynamics presents Verbal advantage plus",bccas,428,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Colloquial Portuguese of Brazil 2 the next step in language learning",acbk,469.82421,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"Travelers French",accas,448,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"neue deutsche Rechtschreibung",acbk,431.5203,5,0,3,1,0,0,0,0,0,1,0,0,0,0
"Pour parler manuel de conversion franÃ¢Â€Â¡aise",acbk,448.3241,5,0,3,2,0,0,0,0,0,0,0,0,0,0
"LifePrints 3 ESL for adults teachers resource file",bcbk,428.24,5,1,0,1,1,0,0,1,1,0,0,0,0,0
"Dalai Lama",bcbk,428.62,5,0,0,0,0,0,0,0,0,0,0,0,3,2
"Where Queen Elizabeth slept what the butler saw historical terms from the sixteenth century to the present",acbk,422,5,2,0,0,0,0,0,3,0,0,0,0,0,0
"Book one",bccas,428,5,2,3,0,0,0,0,0,0,0,0,0,0,0
"Street talk 2 slang used in popular American television shows plus lingo used by teens rappers surfers",accas,427,5,4,1,0,0,0,0,0,0,0,0,0,0,0
"Rumanian a guide to the spoken language",acbk,459.9,5,2,3,0,0,0,0,0,0,0,0,0,0,0
"InglÃ¢Â€Âšs prÃ‚Â ctico",accas,428,5,3,0,2,0,0,0,0,0,0,0,0,0,0
"Colloquial Portuguese of Brazil the complete course for beginners",acbk,469.79883,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"InglÃƒÂ©s sin barreras 9 El trabajo el video maestro de inglÃƒÂ©s conversacional",bcdvd,428.3461,5,0,0,0,0,0,0,0,0,0,0,0,3,2
"Hello America Unit 10 Advanced a video English course",bckit,428.34,5,4,1,0,0,0,0,0,0,0,0,0,0,0
"Eleanor Roosevelt",bcbk,428.62,5,0,0,0,0,0,0,0,0,0,0,0,3,2
"Country talk a collection of American country colloquialisms",acbk,427.973,5,1,1,1,0,0,2,0,0,0,0,0,0,0
"Contes africains",acbk,448.6,5,1,0,0,0,1,1,0,0,2,0,0,0,0
"InglÃƒÂ©s sin barreras 10 ConversaciÃƒÂ³n informal el video maestro de inglÃƒÂ©s conversacional",bcdvd,428.3461,5,0,0,0,0,0,0,0,0,0,0,0,3,2
"Spanish how to prepare for the advanced placement examination",accas,468,5,4,1,0,0,0,0,0,0,0,0,0,0,0
"corza blanca",acbk,468.62,5,0,2,1,0,1,0,1,0,0,0,0,0,0
"history of English",acbk,420.9,5,1,0,1,2,1,0,0,0,0,0,0,0,0
"Travelers Italian",accas,458,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Oxford dictionary for writers and editors",acbk,428.003,5,1,0,0,0,3,0,1,0,0,0,0,0,0
"American Heritage dictionary for learners of English",bcbk,423,5,0,0,2,0,2,1,0,0,0,0,0,0,0
,acbk,491.7701,5,1,0,2,0,2,0,0,0,0,0,0,0,0
"How to speak English without a foreign accent",accas,428,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Vistas 4 an interactive course in English",bccas,428,5,3,1,1,0,0,0,0,0,0,0,0,0,0
"Roots family histories of familiar words",acbk,422,5,2,0,0,0,1,0,2,0,0,0,0,0,0
"Of the people U S history",bcbk,428.64,5,0,0,3,1,1,0,0,0,0,0,0,0,0
"Animal idioms",acbk,495.68342,5,3,2,0,0,0,0,0,0,0,0,0,0,0
"Websters new dictionary of synonyms a dictionary of discriminated synonyms with antonyms and analogous and contrasted words",acbk,423.1,5,2,3,0,0,0,0,0,0,0,0,0,0,0
"More like a camp out",bcbk,428.62,5,0,3,0,0,0,0,2,0,0,0,0,0,0
"France prise aux mots inventaire des folies du langage",acbk,448.003,5,0,0,0,1,0,1,0,1,1,0,0,1,0
"Whats in a name reflections of an irrepressible name collector",acbk,422,5,1,0,3,0,0,1,0,0,0,0,0,0,0
"Selected poems of Aleksandr Blok",acbk,491.7,5,0,1,0,0,1,0,1,2,0,0,0,0,0
"Learning to speak English program II Russian II",bccas,428,5,2,1,2,0,0,0,0,0,0,0,0,0,0
"En piragua por el sella",acbk,468.62,5,1,1,1,1,1,0,0,0,0,0,0,0,0
"Colloquial Chinese Mandarin the complete course for beginners",acbk,495.18342,5,0,0,0,0,0,0,0,0,0,0,0,0,4
"Zhesty i mimika v russkoi rechi lingvostranovedcheskii slovar",acbk,491.7019,5,0,4,1,0,0,0,0,0,0,0,0,0,0
"Mi diccionario ilustrado My pictionary",jcbk,463,5,0,1,1,3,0,0,0,0,0,0,0,0,0
"zweite Jahr",acbk,438.6421,5,0,1,1,2,0,1,0,0,0,0,0,0,0
"Basic structure practice in Russian",acbk,491.78242,5,2,1,1,1,0,0,0,0,0,0,0,0,0
"meilleures nouvelles",acbk,448.6,5,0,0,0,2,1,1,1,0,0,0,0,0,0
"Diccionario espaÃƒÂ±ol inglÃƒÂ©s Merriam Webster",acbk,463.21,5,0,0,0,0,0,0,0,0,0,0,0,5,0
"501 English verbs fully conjugated in all the tenses in a new easy to learn format",acbk,428.2,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Norwegian tutor grammar and vocabulary workbook",acbk,439.82824,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"Learn English in a month easy method of learning English through Hindi without a teacher",bcbk,428.24914,5,4,0,1,0,0,0,0,0,0,0,0,0,0
"stillste Stunde",acbk,438.6,5,0,0,2,1,0,1,1,0,0,0,0,0,0
German,accas,438,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"English for beginners Spanish",acvhs,468.34,5,2,3,0,0,0,0,0,0,0,0,0,0,0
"English and its history the evolution of a language",acbk,420.9,5,0,1,2,0,0,1,0,1,0,0,0,0,0
"Idiomatic American English a step by step workbook for learning everyday American expressions",acbk,427,5,3,2,0,0,0,0,0,0,0,0,0,0,0
"Analyzing English an introduction to descriptive linguistics",acbk,420,5,1,1,0,2,1,0,0,0,0,0,0,0,0
"LÃ‚Â you yong yu Han Ying tui chao",acbk,495.18342,5,2,0,1,1,1,0,0,0,0,0,0,0,0
"Cassells English Dutch Dutch English dictionary",acbk,439.3,5,0,2,1,1,0,1,0,0,0,0,0,0,0
Malala,bcbk,428.62,5,0,0,0,0,0,0,0,0,0,0,0,1,4
"Cracking the SAT II French subject test",acbk,448.0076,5,2,2,1,0,0,0,0,0,0,0,0,0,0
"Words out gay mens English",acbk,427.97308,5,1,1,2,0,0,1,0,0,0,0,0,0,0
"working experience",bcbk,428.64,5,3,1,0,0,1,0,0,0,0,0,0,0,0
"Hello America Unit 3 Beginner a video English course",blvhs,428,5,2,0,3,0,0,0,0,0,0,0,0,0,0
"InglÃ¢Â€Âšs sin barreras el gran diccionario bilingÃ‚Âe EspaÃ‚Â¤ol InglÃ¢Â€Âšs InglÃ¢Â€Âšs EspaÃ‚Â¤ol",acbk,463.21,5,0,5,0,0,0,0,0,0,0,0,0,0,0
"Wu qing bu si duo qing ku",acbk,428.24,5,2,0,0,1,0,2,0,0,0,0,0,0,0
"Fun with German",jcbk,438,5,1,2,2,0,0,0,0,0,0,0,0,0,0
"InglÃƒÂ©s de hoy Conversational English for Spanish speakers",bcdvd,428.3461,5,0,0,0,0,0,0,0,0,0,0,0,1,4
"American Heritage dictionary of the English language",bcbk,423,5,0,0,2,2,1,0,0,0,0,0,0,0,0
"Amerykanskie idiomy dla PolakÃ‚Â¢w",acbk,428.24918,5,2,1,1,0,0,0,0,0,0,1,0,0,0
"Reference guide to English a handbook of English as a second language",bcbk,428.24,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Remembering the Kanji III writing and reading Japanese characters for upper level proficiency",acbk,495.611,5,3,2,0,0,0,0,0,0,0,0,0,0,0
"Clear speech from the start basic pronunciation and listening comprehension in North American English",bckit,428.34,5,3,2,0,0,0,0,0,0,0,0,0,0,0
"easy guide to everyday Chinese",acbk,495.1,5,1,1,1,0,2,0,0,0,0,0,0,0,0
"To each his star science fiction stories Jedem seinen Stern Science Fiction ErzÃ¢Â€Âžhlungen",acbk,438.6421,5,2,2,0,0,1,0,0,0,0,0,0,0,0
"Aprenda a hablar y escribir correctamente el inglÃ¢Â€Âšs",acbk,428.2461,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Accent English sounds of American speech English sounds made easy for Japanese speakers",bccas,428.34956,5,2,1,0,2,0,0,0,0,0,0,0,0,0
"espaÃ‚Â¤ol hablado en Honduras",acbk,467.97283,5,1,1,1,1,0,0,0,0,0,1,0,0,0
"World almanac guide to good word usage",acbk,428.003,5,0,0,1,0,0,3,0,1,0,0,0,0,0
"Goodwill literacy tutor handbook",acbk,428.42071,5,0,0,0,2,1,2,0,0,0,0,0,0,0
"Whats in a name how proper names became everyday words",acbk,423.1,5,1,2,0,0,0,2,0,0,0,0,0,0,0
"Rinconete y Cortadillo",acbk,468.6,5,1,0,1,0,1,0,1,0,1,0,0,0,0
"Whats in a word",acbk,422,5,2,0,0,0,0,0,0,1,0,1,1,0,0
"Grammar in action 2 an illustrated workbook",bcbk,428.24,5,3,2,0,0,0,0,0,0,0,0,0,0,0
"English for the real world for Chinese speakers",accas,428,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Italian 3",accd,458.3421,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"PDs pronunciation drills for learners of English",acbk,421.52,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"English in context reading comprehension for science and technology",bcbk,428.64024,5,3,2,0,0,0,0,0,0,0,0,0,0,0
"English for Vietnamese",bccas,428,5,0,0,1,1,3,0,0,0,0,0,0,0,0
"Reading improvement exercises for students of English as a second language",bcbk,428,5,2,3,0,0,0,0,0,0,0,0,0,0,0
"Modern business English a systems approach",acbk,428.20246,5,1,0,2,0,0,2,0,0,0,0,0,0,0
